PNO,CUE,time_date
2055,Reaching towards food,02/11/2016 08:50
2055,Reaching towards food,02/11/2016 08:52
2055,Reaching towards food,02/11/2016 09:00
2055,Reaching towards food,02/11/2016 09:03
2055,Reaching towards food,02/11/2016 09:06
2055,Reaching towards food,02/11/2016 09:12
2055,Reaching towards food,02/11/2016 09:18
2055,Reaching towards food,02/11/2016 09:20
2055,Reaching towards food,02/11/2016 09:24
2055,Reaching towards food,02/11/2016 09:25
2055,Reaching towards food,02/11/2016 09:28
2055,Reaching towards food,02/11/2016 09:32
2055,Reaching towards food,02/11/2016 09:37
2055,Reaching towards food,02/11/2016 09:38
2055,Reaching towards food,02/11/2016 09:42
2055,Reaching towards food,02/11/2016 09:48
2055,Reaching towards food,02/11/2016 09:54
2055,Reaching towards food,02/11/2016 10:02
2055,Reaching towards food,02/11/2016 10:08
2055,Reaching towards food,02/11/2016 10:10
2055,Reaching towards food,02/11/2016 10:12
2055,Reaching towards food,02/11/2016 10:15
2055,Reaching towards food,02/11/2016 10:17
2055,Reaching towards food,02/11/2016 10:27
2055,Reaching towards food,02/11/2016 10:35
2055,Reaching towards food,02/11/2016 10:38
2055,Reaching towards food,02/11/2016 10:42
2055,Reaching towards food,02/11/2016 10:52
2055,Reaching towards food,02/11/2016 10:57
2055,Reaching towards food,02/11/2016 10:59
2055,Reaching towards food,02/11/2016 11:00
2055,Reaching towards food,02/11/2016 11:08
2055,Reaching towards food,02/11/2016 11:18
2055,Reaching towards food,02/11/2016 11:23
2055,Reaching towards food,02/11/2016 11:25
2055,Reaching towards food,02/11/2016 11:27
2055,Reaching towards food,02/11/2016 11:28
2055,Reaching towards food,02/11/2016 11:30
2055,Reaching towards food,02/11/2016 11:35
2055,Reaching towards food,02/11/2016 11:40
2055,Reaching towards food,02/11/2016 11:42
2055,Reaching towards food,02/11/2016 11:43
2055,Reaching towards food,02/11/2016 11:48
2055,Reaching towards food,02/11/2016 11:55
2055,Reaching towards food,02/11/2016 11:57
2057,Reaching towards food,02/11/2016 01:01
2057,Reaching towards food,02/11/2016 01:05
2057,Reaching towards food,02/11/2016 01:16
2057,Reaching towards food,02/11/2016 01:20
2057,Reaching towards food,02/11/2016 01:21
2057,Reaching towards food,02/11/2016 01:31
2057,Reaching towards food,02/11/2016 01:44
2057,Reaching towards food,02/11/2016 01:50
2057,Reaching towards food,02/11/2016 01:55
2057,Reaching towards food,02/11/2016 01:59
2057,Reaching towards food,02/11/2016 02:13
2057,Reaching towards food,02/11/2016 02:19
2057,Reaching towards food,02/11/2016 02:24
2057,Reaching towards food,02/11/2016 02:30
2057,Reaching towards food,02/11/2016 02:35
2057,Reaching towards food,02/11/2016 02:40
2057,Reaching towards food,02/11/2016 02:57
2057,Reaching towards food,02/11/2016 03:02
2057,Reaching towards food,02/11/2016 03:09
2057,Reaching towards food,02/11/2016 03:13
2057,Reaching towards food,02/11/2016 03:18
2057,Reaching towards food,02/11/2016 03:28
2057,Reaching towards food,02/11/2016 03:33
2057,Reaching towards food,02/11/2016 03:37
2057,Reaching towards food,02/11/2016 03:38
2057,Reaching towards food,02/11/2016 03:45
2057,Reaching towards food,02/11/2016 03:54
2057,Reaching towards food,02/11/2016 04:09
2057,Reaching towards food,02/11/2016 04:16
2057,Reaching towards food,02/11/2016 04:23
2057,Reaching towards food,02/11/2016 04:30
2057,Reaching towards food,02/11/2016 04:37
2057,Reaching towards food,02/11/2016 04:44
2057,Reaching towards food,02/11/2016 04:53
2057,Reaching towards food,02/11/2016 05:06
2057,Reaching towards food,02/11/2016 05:09
2057,Reaching towards food,02/11/2016 05:14
2057,Reaching towards food,02/11/2016 05:27
2057,Reaching towards food,02/11/2016 05:27
2057,Reaching towards food,02/11/2016 05:30
2057,Reaching towards food,02/11/2016 05:35
2057,Reaching towards food,02/11/2016 05:39
2057,Reaching towards food,02/11/2016 05:41
2057,Reaching towards food,02/11/2016 05:47
2057,Reaching towards food,02/11/2016 05:49
2057,Reaching towards food,02/11/2016 05:55
2057,Reaching towards food,02/11/2016 06:01
2057,Reaching towards food,02/11/2016 06:02
2057,Reaching towards food,02/11/2016 06:06
2057,Reaching towards food,02/11/2016 06:11
2057,Reaching towards food,02/11/2016 06:14
2057,Reaching towards food,02/11/2016 06:18
2057,Reaching towards food,02/11/2016 06:24
2057,Reaching towards food,02/11/2016 06:26
2057,Reaching towards food,02/11/2016 06:33
2057,Reaching towards food,02/11/2016 06:37
2057,Reaching towards food,02/11/2016 06:42
2057,Reaching towards food,02/11/2016 06:44
2057,Reaching towards food,02/11/2016 06:51
2057,Reaching towards food,02/11/2016 06:55
2057,Reaching towards food,02/11/2016 07:04
2057,Reaching towards food,02/11/2016 07:07
2057,Reaching towards food,02/11/2016 07:13
2057,Reaching towards food,02/11/2016 07:30
2057,Reaching towards food,02/11/2016 07:36
2057,Reaching towards food,02/11/2016 07:40
2057,Reaching towards food,02/11/2016 07:44
2057,Reaching towards food,02/11/2016 07:51
2057,Reaching towards food,02/11/2016 07:57
2057,Reaching towards food,02/11/2016 08:02
2057,Reaching towards food,02/11/2016 08:08
2057,Reaching towards food,02/11/2016 08:13
2057,Reaching towards food,02/11/2016 08:17
2057,Reaching towards food,02/11/2016 08:23
2057,Reaching towards food,02/11/2016 08:25
2057,Reaching towards food,02/11/2016 08:26
2057,Reaching towards food,02/11/2016 08:31
2057,Reaching towards food,02/11/2016 08:35
2057,Reaching towards food,02/11/2016 08:37
2057,Reaching towards food,02/11/2016 08:41
2057,Reaching towards food,02/11/2016 08:47
2057,Reaching towards food,02/11/2016 08:49
2057,Reaching towards food,02/11/2016 08:53
2057,Reaching towards food,02/11/2016 08:58
2057,Reaching towards food,02/11/2016 09:05
2057,Reaching towards food,02/11/2016 09:10
2057,Reaching towards food,02/11/2016 09:16
2057,Reaching towards food,02/11/2016 09:18
2057,Reaching towards food,02/11/2016 09:32
2057,Reaching towards food,02/11/2016 09:40
2057,Reaching towards food,02/11/2016 09:48
2057,Reaching towards food,02/11/2016 09:52
2057,Reaching towards food,02/11/2016 09:56
2057,Reaching towards food,02/11/2016 10:05
2057,Reaching towards food,02/11/2016 10:07
2057,Reaching towards food,02/11/2016 10:11
2057,Reaching towards food,02/11/2016 10:19
2057,Reaching towards food,02/11/2016 10:31
2057,Reaching towards food,02/11/2016 10:35
2057,Reaching towards food,02/11/2016 10:40
2057,Reaching towards food,02/11/2016 10:44
2057,Reaching towards food,02/11/2016 10:47
2057,Reaching towards food,02/11/2016 10:57
2057,Reaching towards food,02/11/2016 11:00
2057,Reaching towards food,02/11/2016 11:07
2057,Reaching towards food,02/11/2016 11:15
2057,Reaching towards food,02/11/2016 11:25
2057,Reaching towards food,02/11/2016 11:28
2057,Reaching towards food,02/11/2016 11:36
2057,Reaching towards food,02/11/2016 11:42
2057,Reaching towards food,02/11/2016 11:48
2057,Reaching towards food,02/11/2016 11:53
2057,Reaching towards food,02/11/2016 12:02
2057,Reaching towards food,02/11/2016 12:19
2057,Reaching towards food,02/11/2016 12:38
2057,Reaching towards food,02/11/2016 12:45
2057,Reaching towards food,02/11/2016 12:54
2057,Reaching towards food,02/11/2016 13:06
2057,Reaching towards food,02/11/2016 13:10
2057,Reaching towards food,02/11/2016 13:14
2057,Reaching towards food,02/11/2016 13:19
2057,Reaching towards food,02/11/2016 13:24
2057,Reaching towards food,02/11/2016 13:25
2057,Reaching towards food,02/11/2016 13:28
2057,Reaching towards food,02/11/2016 13:33
2057,Reaching towards food,02/11/2016 13:38
2057,Reaching towards food,02/11/2016 13:45
2057,Reaching towards food,02/11/2016 13:50
2057,Reaching towards food,02/11/2016 13:55
2057,Reaching towards food,02/11/2016 14:18
2057,Reaching towards food,02/11/2016 14:19
2057,Reaching towards food,02/11/2016 14:26
2057,Reaching towards food,02/11/2016 14:32
2057,Reaching towards food,02/11/2016 14:33
2057,Reaching towards food,02/11/2016 14:46
2057,Reaching towards food,02/11/2016 14:47
2057,Reaching towards food,02/11/2016 14:52
2057,Reaching towards food,02/11/2016 14:56
2057,Reaching towards food,02/11/2016 15:03
2057,Reaching towards food,02/11/2016 15:10
2057,Reaching towards food,02/11/2016 15:18
2057,Reaching towards food,02/11/2016 15:24
2057,Reaching towards food,02/11/2016 15:34
2057,Reaching towards food,02/11/2016 15:37
2057,Reaching towards food,02/11/2016 15:44
2057,Reaching towards food,02/11/2016 15:45
2057,Reaching towards food,02/11/2016 15:49
2057,Reaching towards food,02/11/2016 15:58
2057,Reaching towards food,02/11/2016 16:03
2057,Reaching towards food,02/11/2016 16:13
2057,Reaching towards food,02/11/2016 16:30
2057,Reaching towards food,02/11/2016 16:32
2057,Reaching towards food,02/11/2016 16:45
2057,Reaching towards food,02/11/2016 16:59
2070,Hand to stomach/mouth,02/11/2016 00:02
2070,Reaching towards food,02/11/2016 00:07
2070,Reaching towards food,02/11/2016 00:17
2070,Hand to stomach/mouth,02/11/2016 00:20
2070,Babbling,02/11/2016 00:25
2070,Reaching towards food,02/11/2016 00:31
2070,Spoon/fork to mouth,02/11/2016 00:32
2070,Turning head to caregiver,02/11/2016 00:41
2070,Reaching towards caregiver,02/11/2016 00:41
2070,Reaching towards food,02/11/2016 00:47
2070,Spoon/fork to mouth,02/11/2016 00:50
2070,Reaching towards food,02/11/2016 01:01
2070,Spoon/fork to mouth,02/11/2016 01:03
2070,Reaching towards food,02/11/2016 01:05
2070,turning head to caregiver,02/11/2016 01:06
2070,Hand to stomach/mouth,02/11/2016 01:07
2070,Reaching towards food,02/11/2016 01:10
2070,turning head to caregiver,02/11/2016 01:12
2070,Babbling,02/11/2016 01:13
2070,Spoon/fork to mouth,02/11/2016 01:14
2070,Mutual Gaze,02/11/2016 01:20
2070,Reaching towards food,02/11/2016 01:25
2070,Hand to stomach/mouth,02/11/2016 01:27
2070,Reaching towards food,02/11/2016 01:31
2070,Hand to stomach/mouth,02/11/2016 01:32
2070,turning head to caregiver,02/11/2016 01:35
2070,Babbling,02/11/2016 01:41
2070,Hand to stomach/mouth,02/11/2016 01:42
2070,Reaching towards food,02/11/2016 01:47
2070,Spoon/fork to mouth,02/11/2016 01:48
2070,Reaching towards food,02/11/2016 01:57
2070,Reaching towards caregiver,02/11/2016 01:58
2070,Hand to stomach/mouth,02/11/2016 01:58
2070,Reaching towards food,02/11/2016 02:11
2070,Spoon/fork to mouth,02/11/2016 02:12
2070,Spoon/fork to mouth,02/11/2016 02:19
2070,Reaching towards food,02/11/2016 02:29
2070,Spoon/fork to mouth,02/11/2016 02:30
2070,Spoon/fork to mouth,02/11/2016 02:37
2070,turning head to caregiver,02/11/2016 02:46
2070,Reaching towards food,02/11/2016 02:52
2070,Hand to stomach/mouth,02/11/2016 02:53
2070,Reaching towards food,02/11/2016 03:03
2070,Spoon/fork to mouth,02/11/2016 03:04
2070,Babbling,02/11/2016 03:13
2070,Spoon/fork to mouth,02/11/2016 03:14
2070,Reaching towards food,02/11/2016 03:25
2070,Hand to stomach/mouth,02/11/2016 03:26
2070,turning head to caregiver,02/11/2016 03:27
2070,Reaching towards food,02/11/2016 03:35
2070,Hand to stomach/mouth,02/11/2016 03:36
2070,Babbling,02/11/2016 03:40
2070,Reaching towards food,02/11/2016 03:44
2070,Hand to stomach/mouth,02/11/2016 03:45
2070,Babbling,02/11/2016 04:04
2070,Reaching towards food,02/11/2016 04:05
2070,Spoon/fork to mouth,02/11/2016 04:06
2070,turning head to caregiver,02/11/2016 04:08
2070,Babbling,02/11/2016 04:13
2070,turning head to caregiver,02/11/2016 04:18
2070,Hand to stomach/mouth,02/11/2016 04:24
2070,Reaching towards food,02/11/2016 04:32
2070,Hand to stomach/mouth,02/11/2016 04:33
2070,Reaching towards food,02/11/2016 04:35
2070,Hand to stomach/mouth,02/11/2016 04:36
2070,Reaching towards food,02/11/2016 04:43
2070,Hand to stomach/mouth,02/11/2016 04:44
2070,Reaching towards food,02/11/2016 04:50
2070,Spoon/fork to mouth,02/11/2016 04:51
2070,Reaching towards food,02/11/2016 05:02
2070,Hand to stomach/mouth,02/11/2016 05:03
2070,Reaching towards food,02/11/2016 05:15
2070,Spoon/fork to mouth,02/11/2016 05:16
2070,Babbling,02/11/2016 05:20
2070,Looking away,02/11/2016 05:27
2070,Spoon/fork to mouth,02/11/2016 05:33
2070,Babbling,02/11/2016 05:38
2070,Reaching towards food,02/11/2016 05:40
2070,Spoon/fork to mouth,02/11/2016 05:41
2070,Reaching towards food,02/11/2016 05:54
2070,Hand to stomach/mouth,02/11/2016 05:56
2070,Spoon/fork to mouth,02/11/2016 06:14
2070,Reaching towards food,02/11/2016 06:42
2070,Hand to stomach/mouth,02/11/2016 06:43
2070,Spoon/fork to mouth,02/11/2016 06:51
2070,Feeding posture,02/11/2016 07:02
2070,Hand to stomach/mouth,02/11/2016 07:03
2070,Spoon/fork to mouth,02/11/2016 07:12
2070,turning head to caregiver,02/11/2016 07:15
2070,Looking away,02/11/2016 07:21
2070,Spoon/fork to mouth,02/11/2016 07:26
2070,Feeding posture,02/11/2016 07:40
2070,Hand to stomach/mouth,02/11/2016 07:41
2070,Hand to stomach/mouth,02/11/2016 07:48
2070,Reaching towards caregiver,02/11/2016 07:53
2070,turning head to caregiver,02/11/2016 07:53
2070,Spoon/fork to mouth,02/11/2016 07:57
2070,Mutual Gaze,02/11/2016 08:02
2070,Babbling,02/11/2016 08:06
2070,turning head to caregiver,02/11/2016 08:37
2070,Tray Pounding,02/11/2016 08:50
2070,Tray Pounding,02/11/2016 08:56
2070,Looking away,02/11/2016 09:08
2070,Halt Hand,02/11/2016 09:19
2070,Head lowering,02/11/2016 09:22
2070,Halt Hand,02/11/2016 09:26
2070,Spoon/fork to mouth,02/11/2016 09:33
2081,Looking away,02/11/2016 00:05
2081,Mutual Gaze,02/11/2016 00:14
2081,Hand to stomach/mouth,02/11/2016 00:19
2081,Looking away,02/11/2016 00:27
2081,Hand to stomach/mouth,02/11/2016 00:28
2081,Hand to stomach/mouth,02/11/2016 00:36
2081,Hand to stomach/mouth,02/11/2016 00:43
2081,Hand to stomach/mouth,02/11/2016 00:49
2081,Hand to stomach/mouth,02/11/2016 00:56
2081,Mutual Gaze,02/11/2016 01:04
2081,Hand to stomach/mouth,02/11/2016 01:08
2081,Hand to stomach/mouth,02/11/2016 01:14
2081,Mutual Gaze,02/11/2016 01:17
2081,Hand to stomach/mouth,02/11/2016 01:22
2081,Hand to stomach/mouth,02/11/2016 01:32
2081,Hand to stomach/mouth,02/11/2016 01:40
2081,Mutual Gaze,02/11/2016 01:41
2081,Hand to stomach/mouth,02/11/2016 01:45
2081,Hand to stomach/mouth,02/11/2016 01:51
2081,Mutual Gaze,02/11/2016 01:55
2081,Hand to stomach/mouth,02/11/2016 02:02
2081,Saying no,02/11/2016 02:14
2081,Babbling,02/11/2016 02:16
2081,Hand to stomach/mouth,02/11/2016 02:28
2081,Hand to stomach/mouth,02/11/2016 02:40
2081,Looking away,02/11/2016 02:51
2081,Mutual Gaze,02/11/2016 02:52
2081,Babbling,02/11/2016 02:59
2081,Hand to stomach/mouth,02/11/2016 03:03
2081,Babbling,02/11/2016 03:10
2081,Babbling,02/11/2016 03:20
2081,Hand to stomach/mouth,02/11/2016 03:25
2081,Mutual Gaze,02/11/2016 03:31
2081,Looking away,02/11/2016 03:40
2081,Babbling,02/11/2016 03:47
2081,Hand to stomach/mouth,02/11/2016 03:52
2081,Feeding sounds,02/11/2016 03:57
2081,Hand to stomach/mouth,02/11/2016 04:01
2081,Mutual Gaze,02/11/2016 04:04
2081,Babbling,02/11/2016 04:08
2081,Mutual Gaze,02/11/2016 04:18
2081,Hand to stomach/mouth,02/11/2016 04:21
2081,Tray pounding,02/11/2016 04:25
2081,Hand to stomach/mouth,02/11/2016 04:30
2081,Reaching towards caregiver,02/11/2016 04:42
2081,Hand to stomach/mouth,02/11/2016 04:45
2081,Lateral head shake,02/11/2016 04:57
2081,Hand to stomach/mouth,02/11/2016 05:10
2081,Lateral head shake,02/11/2016 05:17
2081,Babbling,02/11/2016 05:30
2081,Hand to stomach/mouth,02/11/2016 05:47
2081,Hand to stomach/mouth,02/11/2016 05:58
2081,Hand to stomach/mouth,02/11/2016 06:10
2081,Hand to stomach/mouth,02/11/2016 06:19
2081,Reaching towards caregiver,02/11/2016 06:22
2081,Hand to stomach/mouth,02/11/2016 06:29
2081,Hand to stomach/mouth,02/11/2016 06:51
2081,Hand to stomach/mouth,02/11/2016 06:55
2081,Hand to stomach/mouth,02/11/2016 07:03
2081,Mutual Gaze,02/11/2016 07:09
2081,Lateral head shake,02/11/2016 07:13
2081,Lateral head shake,02/11/2016 07:22
2081,Hand to stomach/mouth,02/11/2016 07:26
2081,Mutual Gaze,02/11/2016 07:29
2081,Hand to stomach/mouth,02/11/2016 07:41
2081,Feeding sounds,02/11/2016 07:49
2081,Reaching towards caregiver,02/11/2016 07:50
2081,Hand to stomach/mouth,02/11/2016 08:07
2081,Reaching towards caregiver,02/11/2016 08:19
2081,Lateral head shake,02/11/2016 08:49
2081,Lateral head shake,02/11/2016 08:53
2081,Hand to stomach/mouth,02/11/2016 09:07
2081,Reaching towards caregiver,02/11/2016 09:12
2081,Lateral head shake,02/11/2016 09:22
2081,Hand to stomach/mouth,02/11/2016 09:27
2081,Hand to stomach/mouth,02/11/2016 09:34
2081,Lateral head shake,02/11/2016 09:35
2081,Pushing away,02/11/2016 09:39
2081,Hand to stomach/mouth,02/11/2016 09:48
2081,Reaching towards caregiver,02/11/2016 09:59
2081,Reaching towards caregiver,02/11/2016 10:05
2081,Lateral head shake,02/11/2016 10:16
2081,Mutual Gaze,02/11/2016 10:25
2081,Hand to stomach/mouth,02/11/2016 10:32
2081,Tray pounding,02/11/2016 10:37
2081,Pushing away,02/11/2016 10:42
2081,Pushing away,02/11/2016 10:46
2081,Hand to stomach/mouth,02/11/2016 10:50
2081,Tray pounding,02/11/2016 11:02
2081,Hand to stomach/mouth,02/11/2016 11:27
2081,Mutual Gaze,02/11/2016 11:34
2081,Pushing away,02/11/2016 11:51
2081,Halt hand,02/11/2016 12:06
2081,Reaching towards caregiver,02/11/2016 12:20
2081,Looking away,02/11/2016 12:29
2081,Reaching towards caregiver,02/11/2016 12:39
2081,Hand to stomach/mouth,02/11/2016 12:56
2081,Babbling,02/11/2016 13:08
2081,Babbling,02/11/2016 13:18
2081,Lateral head shake,02/11/2016 13:23
2081,Lateral head shake,02/11/2016 13:29
2081,Hand to stomach/mouth,02/11/2016 13:39
2081,Feeding sounds,02/11/2016 13:44
2081,Feeding sounds,02/11/2016 13:49
2081,Reaching towards caregiver,02/11/2016 13:54
2081,Reaching towards caregiver,02/11/2016 14:00
2081,Mutual Gaze,02/11/2016 14:09
2081,Lateral head shake,02/11/2016 14:14
2081,Choking,02/11/2016 14:33
2081,Babbling,02/11/2016 14:46
2081,Mutual Gaze,02/11/2016 14:51
2081,Mutual Gaze,02/11/2016 14:57
2081,Looking away,02/11/2016 15:01
2081,Lateral head shake,02/11/2016 15:09
2081,Mutual Gaze,02/11/2016 15:20
2081,Reaching towards caregiver,02/11/2016 15:41
2081,Mutual Gaze,02/11/2016 15:45
2081,Mutual Gaze,02/11/2016 15:53
2081,Reaching towards food,02/11/2016 16:34
2081,Hand to stomach/mouth,02/11/2016 16:37
2081,Reaching towards food,02/11/2016 16:54
2081,Mutual Gaze,02/11/2016 16:56
2081,Hand to stomach/mouth,02/11/2016 16:57
2081,Reaching towards food,02/11/2016 17:01
2081,Hand to stomach/mouth,02/11/2016 17:06
2081,Reaching towards food,02/11/2016 17:16
2081,Babbling,02/11/2016 17:21
2081,Reaching towards food,02/11/2016 17:26
2081,Babbling,02/11/2016 17:32
2081,Hand to stomach/mouth,02/11/2016 17:36
2081,Reaching towards food,02/11/2016 17:41
2081,Reaching towards food,02/11/2016 17:52
2081,Hand to stomach/mouth,02/11/2016 17:54
2081,Turning head to caregiver,02/11/2016 18:00
2081,Mutual Gaze,02/11/2016 18:04
2081,Mutual Gaze,02/11/2016 18:08
2081,Reaching towards food,02/11/2016 18:10
2081,Head lowering,02/11/2016 18:21
2081,Turning head to caregiver,02/11/2016 18:26
2081,Looking away,02/11/2016 18:32
2081,Mutual Gaze,02/11/2016 18:34
2081,Reaching towards caregiver,02/11/2016 18:41
2081,Reaching towards food,02/11/2016 19:02
2081,Hand to stomach/mouth,02/11/2016 19:04
2081,Babbling,02/11/2016 19:07
2081,Tray pounding,02/11/2016 19:15
2081,Tray pounding,02/11/2016 19:22
2081,Head lowering,02/11/2016 19:27
2081,Tray pounding,02/11/2016 19:30
2081,Spoon/fork to mouth,02/11/2016 19:40
2081,Mutual Gaze,02/11/2016 19:46
2081,Tray pounding,02/11/2016 19:49
2081,Spoon/fork to mouth,02/11/2016 19:53
2081,Tray pounding,02/11/2016 19:54
2081,Lateral head shake,02/11/2016 19:55
2081,Spoon/fork to mouth,02/11/2016 20:00
2081,Tray pounding,02/11/2016 20:03
2081,Head lowering,02/11/2016 20:09
2081,Head lowering,02/11/2016 20:16
2081,Turning head to caregiver,02/11/2016 20:20
2081,Mutual Gaze,02/11/2016 20:25
2081,Reaching towards food,02/11/2016 20:30
2081,Spoon/fork to mouth,02/11/2016 20:35
2081,Looking away,02/11/2016 20:40
2081,Reaching towards caregiver,02/11/2016 20:46
2081,Reaching towards food,02/11/2016 20:51
2081,Hand to stomach/mouth,02/11/2016 20:52
2081,Mutual Gaze,02/11/2016 20:58
2081,Reaching towards caregiver,02/11/2016 21:02
2081,Lateral head shake,02/11/2016 21:06
2081,Reaching towards food,02/11/2016 21:09
2081,Spoon/fork to mouth,02/11/2016 21:10
2081,Mutual Gaze,02/11/2016 21:14
2081,Looking away,02/11/2016 21:18
2081,Reaching towards caregiver,02/11/2016 21:24
2081,Reaching towards food,02/11/2016 21:24
2081,Spoon/fork to mouth,02/11/2016 21:25
2081,Spoon/fork to mouth,02/11/2016 21:25
2081,Mutual Gaze,02/11/2016 21:26
2081,Looking away,02/11/2016 21:29
2081,Mutual Gaze,02/11/2016 21:34
2081,Lateral head shake,02/11/2016 21:38
2081,Spoon/fork to mouth,02/11/2016 21:56
2081,Spoon/fork to mouth,02/11/2016 21:56
2081,Lateral head shake,02/11/2016 22:02
2081,Reaching towards caregiver,02/11/2016 22:07
2081,Spoon/fork to mouth,02/11/2016 22:19
2081,Lateral head shake,02/11/2016 22:30
2081,Saying no,02/11/2016 22:32
2081,Saying no,02/11/2016 22:44
2081,Babbling,02/11/2016 22:45
2081,Hand to stomach/mouth,02/11/2016 22:54
2081,Spoon/fork to mouth,02/11/2016 23:01
2081,Spoon/fork to mouth,02/11/2016 23:07
2081,Babbling,02/11/2016 23:14
2081,Babbling,02/11/2016 23:20
2081,Spoon/fork to mouth,02/11/2016 23:25
2081,Mutual Gaze,02/11/2016 23:26
2081,Spoon/fork to mouth,02/11/2016 23:35
2081,Tray pounding,02/11/2016 23:42
2081,Spoon/fork to mouth,02/11/2016 23:46
2081,Mutual Gaze,02/11/2016 23:47
2081,Head lowering,02/11/2016 23:54
2081,Babbling,02/11/2016 23:55
2081,Hand to stomach/mouth,02/11/2016 23:59
2081,Reaching towards food,03/11/2016 00:07
2081,Hand to stomach/mouth,03/11/2016 00:08
2081,Mutual Gaze,03/11/2016 00:18
2081,Babbling,03/11/2016 00:25
2081,Tray pounding,03/11/2016 00:38
2081,Turning head to caregiver,03/11/2016 00:42
2081,Mutual Gaze,03/11/2016 00:43
2081,Babbling,03/11/2016 00:48
2081,Join hands,03/11/2016 00:59
2081,Turning head to caregiver,03/11/2016 01:11
2081,Head lowering,03/11/2016 01:21
2081,Reaching towards caregiver,03/11/2016 01:28
2081,Looking away,03/11/2016 01:45
2081,Tray pounding,03/11/2016 01:48